toy, ,"('wait a minute finish eat how come you play and we do finish remember what I say about no toy at the table', 'Mother')","[0, 'wait a minute finish eat how come you play and we do finish remember what I say about no toy at the table']",table,46.5266227232592,female,HSLLD
food, ,"('this be the food gather and bless the corn and the sweet berry the wild turkey dress', 'Mother')","[0, 'this be the food gather and bless the corn and the sweet berry the wild turkey dress']",turkey,39.0336557218834,male,Providence
food, ,"('this be the food gather and bless the corn and the sweet berry the wild turkey dress', 'Mother')","[0, 'this be the food gather and bless the corn and the sweet berry the wild turkey dress']",dress,39.0336557218834,male,Providence
food, ,"('this be the food gather and bless the corn and the sweet berry the wild turkey dress', 'Mother')","[0, 'this be the food gather and bless the corn and the sweet berry the wild turkey dress']",corn,39.0336557218834,male,Providence
food, ,"('hey sweetie you want look at my food book with me', 'Mother')","[0, 'hey sweetie you want look at my food book with me']",book,36.3292880757305,female,Providence
animal, ,"('yeah I need some stuff animal in that crib', 'Mother')","[0, 'yeah I need some stuff animal in that crib']",crib,36.0993038871435,female,Providence
toy, ,"('be there a place for Amanda to sit on the purple couch or do you have lots_of toy there should we go see', 'Mother')","[0, 'be there a place for Amanda to sit on the purple couch or do you have lots_of toy there should we go see']",couch,39.7564631717284,female,Providence
animal, ,"('the animal and bird of the forest love Snow White kind and gentle nature', 'Mother')","[0, 'the animal and bird of the forest love Snow White kind and gentle nature']",bird,37.0007597691944,female,Providence
animal, ,"('sweetie will you like to read your prehistoric animal book', 'Mother')","[0, 'sweetie will you like to read your prehistoric animal book']",book,36.0993038871435,female,Providence
toy, ,"('Max say Ruby your pillow be in your toy chest and your toy be in your bed', 'Mother')","[0, 'Max say Ruby your pillow be in your toy chest and your toy be in your bed']",bed,36.8221113369884,female,Providence
toy, ,"('Ruby put all the toy in the toy chest she line up the Santas and the doll', 'Mother')","[0, 'Ruby put all the toy in the toy chest she line up the Santas and the doll']",doll,36.8221113369884,female,Providence
food, ,"('so when the return to get their food we will scare them by crawl inside the bird and fly it right at them', 'Mother')","[0, 'so when the return to get their food we will scare them by crawl inside the bird and fly it right at them']",bird,40.6579190537793,female,Providence
animal, ,"('the seven dwarf and the bird and animal that meet Snow White love her dear', 'Mother')","[0, 'the seven dwarf and the bird and animal that meet Snow White love her dear']",bird,37.0007597691944,female,Providence
animal, ,"('the prehistoric animal include in this book be just a few of the strange and interest creature that once roam our planet', 'Mother')","[0, 'the prehistoric animal include in this book be just a few of the strange and interest creature that once roam our planet']",book,36.0993038871435,female,Providence
animal, ,"('and do we see some of the other animal in your other prehistoric book', 'Mother')","[0, 'and do we see some of the other animal in your other prehistoric book']",book,41.9207786607528,female,Providence
animal, ,"('you remember what the other animal be which be the tiger with the very big tooth', 'Mother')","[0, 'you remember what the other animal be which be the tiger with the very big tooth']",tiger,41.9207786607528,female,Providence
food, ,"('it long curve tusk enable it to find food by clearing away snow and ice', 'Mother')","[0, 'it long curve tusk enable it to find food by clearing away snow and ice']",ice,36.0993038871435,female,Providence
animal, ,"('these cat be carnivore or meat eat and use their sharp sharp tooth to pierce the thick skin of the plant eat animal', 'Mother')","[0, 'these cat be carnivore or meat eat and use their sharp sharp tooth to pierce the thick skin of the plant eat animal']",cat,36.0993038871435,female,Providence
animal, ,"('these cat be carnivore or meat eat and use their sharp sharp tooth to pierce the thick skin of the plant eat animal', 'Mother')","[0, 'these cat be carnivore or meat eat and use their sharp sharp tooth to pierce the thick skin of the plant eat animal']",meat,36.0993038871435,female,Providence
food, ,"('it will have use its trunk as a elephant do today to obtain food and water', 'Mother')","[0, 'it will have use its trunk as a elephant do today to obtain food and water']",elephant,36.0993038871435,female,Providence
food, ,"('it will have use its trunk as a elephant do today to obtain food and water', 'Mother')","[0, 'it will have use its trunk as a elephant do today to obtain food and water']",water,36.0993038871435,female,Providence
toy, ,"('be that a bug or be that a toy', 'Mother')","[0, 'be that a bug or be that a toy']",bug,40.6579190537793,female,Providence
animal, ,"('Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe', 'Mother')","[0, 'Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe']",dress,37.0007597691944,female,Providence
clothes, ,"('Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe', 'Mother')","[0, 'Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe']",dress,37.0007597691944,female,Providence
animal, ,"('Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe', 'Mother')","[0, 'Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe']",shoe,37.0007597691944,female,Providence
clothes, ,"('Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe', 'Mother')","[0, 'Cinderella have no money to spend on clothes so her animal friend help her to patch up a simple dress a apron each morning and shine her wear out shoe']",shoe,37.0007597691944,female,Providence
animal, ,"('every morning Cinderella feed the animal before she take breakfast to her mother in bed', 'Mother')","[0, 'every morning Cinderella feed the animal before she take breakfast to her mother in bed']",bed,37.0007597691944,female,Providence
food, ,"('it it be a food book what do we call the food book', 'Mother')","[0, 'it it be a food book what do we call the food book']",book,45.8880059138791,female,Providence
animal, ,"('on the bus our teach tell us about some of the animal exhibit that we should see', 'Mother')","[0, 'on the bus our teach tell us about some of the animal exhibit that we should see']",bus,37.6907123349555,female,Providence
animal, ,"('meat mean animal', 'Mother')","[0, 'meat mean animal']",meat,41.9207786607528,female,Providence
clothes, ,"('it autumn now and we have some summer clothes in the drawer and we have some winter clothes in the drawer', 'Mother')","[0, 'it autumn now and we have some summer clothes in the drawer and we have some winter clothes in the drawer']",drawer,42.756524774636,female,Providence
food, ,"('the bear say Mommy I do want come back here they do have any of my favorite food', 'Mother')","[0, 'the bear say Mommy I do want come back here they do have any of my favorite food']",bear,46.329493418756,female,Providence
clothes, ,"('I just go finish put these book away then we should put some clothes on and go out', 'Mother')","[0, 'I just go finish put these book away then we should put some clothes on and go out']",book,38.6250231010904,female,Providence
food, ,"('Naima you only can have the water if you do not put your spoon or your hand or your finger into it or any food into it', 'Mother')","[0, 'Naima you only can have the water if you do not put your spoon or your hand or your finger into it or any food into it']",water,37.0336146532783,female,Providence
animal, ,"('puppy will happy bond with other animal', 'Mother')","[0, 'puppy will happy bond with other animal']",puppy,46.329493418756,female,Providence
food, ,"('that the opposite of what go on at the Minnesota zoo where Ross Taylor encourage tiger to play with their food', 'Mother')","[0, 'that the opposite of what go on at the Minnesota zoo where Ross Taylor encourage tiger to play with their food']",tiger,42.6908150064683,female,Providence
food, ,"('this be one tiger that prefer fast food', 'Mother')","[0, 'this be one tiger that prefer fast food']",tiger,42.6908150064683,female,Providence
animal, ,"('do you know that the African bull elephant be the large land animal live today', 'Mother')","[0, 'do you know that the African bull elephant be the large land animal live today']",elephant,40.7893385901148,female,Providence
animal, ,"('the small airplane the slow animal in the world be the three toe', 'Mother')","[0, 'the small airplane the slow animal in the world be the three toe']",airplane,40.7893385901148,female,Providence
food, ,"('sometime later water begin appear in Loki food bowl', 'Mother')","[0, 'sometime later water begin appear in Loki food bowl']",water,42.6908150064683,female,Providence
food, ,"('curious about how water be get into Loki dry food Cole set up video camera to find out', 'Mother')","[0, 'curious about how water be get into Loki dry food Cole set up video camera to find out']",water,42.6908150064683,female,Providence
food, ,"('crow like their food moisten so the brain bird use the frisbee to scoop water out of his bath pan and carry it to his food bowl where he pour it onto his chow', 'Mother')","[0, 'crow like their food moisten so the brain bird use the frisbee to scoop water out of his bath pan and carry it to his food bowl where he pour it onto his chow']",bird,42.6908150064683,female,Providence
food, ,"('crow like their food moisten so the brain bird use the frisbee to scoop water out of his bath pan and carry it to his food bowl where he pour it onto his chow', 'Mother')","[0, 'crow like their food moisten so the brain bird use the frisbee to scoop water out of his bath pan and carry it to his food bowl where he pour it onto his chow']",water,42.6908150064683,female,Providence
food, ,"('in the wild these bear browse for their food sniff out the fruit they like to eat and climb tree to get them', 'Mother')","[0, 'in the wild these bear browse for their food sniff out the fruit they like to eat and climb tree to get them']",bear,42.6908150064683,female,Providence
toy, ,"('the toy book', 'Mother')","[0, 'the toy book']",book,44.7565658432411,female,Providence
animal, ,"('the giraffe be the tall animal on Earth it can grow to be nineteen foot tall', 'Mother')","[0, 'the giraffe be the tall animal on Earth it can grow to be nineteen foot tall']",giraffe,40.7893385901148,female,Providence
toy, ,"('he be her favorite toy and she take him to bed every night', 'Mother')","[0, 'he be her favorite toy and she take him to bed every night']",bed,44.7565658432411,female,Providence
toy, ,"('Sophie tiny doll dash out of the and the toy that have be put into the jump down from it', 'Mother')","[0, 'Sophie tiny doll dash out of the and the toy that have be put into the jump down from it']",doll,44.7565658432411,female,Providence
toy, ,"('as she play game with her toy will you like to do that Violet', 'Mother')","[0, 'as she play game with her toy will you like to do that Violet']",game,44.7565658432411,female,Providence
clothes, ,"('okay Max let go and get dress clothes down here', 'Father')","[0, 'okay Max let go and get dress clothes down here']",dress,37.6250025667878,female,Providence
animal, ,"('and it go be like a animal party so if he can come dress as a animal', 'Mother')","[0, 'and it go be like a animal party so if he can come dress as a animal']",dress,47.7894823302327,female,Providence
animal, ,"('yeah because when we be plan I say okay Violet we go you list everybody you want and then when she come up with the idea of like okay everybody should dress as animal and you know we take turn being the and', 'Mother')","[0, 'yeah because when we be plan I say okay Violet we go you list everybody you want and then when she come up with the idea of like okay everybody should dress as animal and you know we take turn being the and']",dress,47.7894823302327,female,Providence
food, ,"('I get this horrible feel that you watch a awful lot of tv and eat and awful lot of food on the couch with Sue', 'Mother')","[0, 'I get this horrible feel that you watch a awful lot of tv and eat and awful lot of food on the couch with Sue']",couch,36.92067598924,male,Providence
food, ,"('I get this horrible feel that you watch a awful lot of tv and eat and awful lot of food on the couch with Sue', 'Mother')","[0, 'I get this horrible feel that you watch a awful lot of tv and eat and awful lot of food on the couch with Sue']",tv,36.92067598924,male,Providence
animal, ,"('you feed bread to animal', 'Investigator')","[0, 'you feed bread to animal']",bread,40.7236288219471,female,VanHouten
food, ,"('they in the closet where the cat food be', 'Father')","[0, 'they in the closet where the cat food be']",cat,38.4278937965872,male,MacWhinney
food, ,"('they in the closet where the cat food be', 'Father')","[0, 'they in the closet where the cat food be']",closet,38.4278937965872,male,MacWhinney
clothes, ,"('we not go to let you come to the breakfast table without any clothes on when you get to be a big boy', 'Father')","[0, 'we not go to let you come to the breakfast table without any clothes on when you get to be a big boy']",table,41.8550688925851,male,MacWhinney
clothes, ,"('cat do wear any clothes', 'Father')","[0, 'cat do wear any clothes']",cat,41.8550688925851,male,MacWhinney
food, ,"('I do have any duck food', 'Father')","[0, 'I do have any duck food']",duck,42.0665722088749,male,MacWhinney
food, ,"('he have not eat food all day and he have have have anything to drink and when he be finish he be both hungry and thirst', 'Father')","[0, 'he have not eat food all day and he have have have anything to drink and when he be finish he be both hungry and thirst']",drink,46.0337994620013,male,MacWhinney
toy, ,"('you go to have a bag of toy that you go on the airplane with okay', 'Father')","[0, 'you go to have a bag of toy that you go on the airplane with okay']",airplane,44.1651779297316,male,MacWhinney
clothes, ,"('we have_to get the rest of the clothes from the drawer honey', 'Father')","[0, 'we have_to get the rest of the clothes from the drawer honey']",drawer,46.6251873755108,male,MacWhinney
toy, ,"('you sink our toy ship', 'Mother')","[0, 'you sink our toy ship']",sink,37.1978890736976,male,Snow
toy, ,"('because we have_to put all your toy away before we can go and get you ready for bed', 'Mother')","[0, 'because we have_to put all your toy away before we can go and get you ready for bed']",bed,38.7892975215097,male,Snow
toy, ,"('yes it a special pick up the toy truck', 'Mother')","[0, 'yes it a special pick up the toy truck']",truck,37.1978890736976,male,Snow
toy, ,"('it a pick up the toy car', 'Mother')","[0, 'it a pick up the toy car']",car,37.1978890736976,male,Snow
toy, ,"('if she all dress and have have breakfast already she might be play with her toy', 'Mother')","[0, 'if she all dress and have have breakfast already she might be play with her toy']",dress,36.690691800653,male,Snow
food, ,"('there be so much food on the table it be hard to find Peter', 'Father')","[0, 'there be so much food on the table it be hard to find Peter']",table,40.263660444773,male,Snow
food, ,"('where your favorite food on the table', 'Father')","[0, 'where your favorite food on the table']",table,40.263660444773,male,Snow
food, ,"('there so much food on the table it hard to find Peter', 'Mother')","[0, 'there so much food on the table it hard to find Peter']",table,38.7892975215097,male,Snow
food, ,"('now they home and they eat all the food that Ma pig buy at the market', 'Mother')","[0, 'now they home and they eat all the food that Ma pig buy at the market']",pig,40.3293702129407,male,Snow
food, ,"('so much food on the table that it hard to find Peter pig', 'Mother')","[0, 'so much food on the table that it hard to find Peter pig']",pig,40.3293702129407,male,Snow
food, ,"('so much food on the table that it hard to find Peter pig', 'Mother')","[0, 'so much food on the table that it hard to find Peter pig']",table,40.3293702129407,male,Snow
food, ,"('there so much food on the table it hard to find Peter', 'Mother')","[0, 'there so much food on the table it hard to find Peter']",table,40.3293702129407,male,Snow
animal, ,"('because it time for all the animal to go to bed', 'Mother')","[0, 'because it time for all the animal to go to bed']",bed,38.7892975215097,male,Snow
toy, ,"('golf club and tennis racquet and ball and toy', 'Mother')","[0, 'golf club and tennis racquet and ball and toy']",ball,45.0666338117826,male,Snow
food, ,"('why do you think mama has_to put the food on top of the tv', 'Mother')","[0, 'why do you think mama has_to put the food on top of the tv']",tv,40.2965153288569,male,Snow
toy, ,"('do you wanna look at a book first or play with the toy first or play store', 'Mother')","[0, 'do you wanna look at a book first or play with the toy first or play store']",book,42.2308466292942,female,Gleason
clothes, ,"('and she look like she dress up in some of her mother clothes or something', 'Mother')","[0, 'and she look like she dress up in some of her mother clothes or something']",dress,43.8222550771063,female,Gleason
animal, ,"('I do think it a squirrel but I do know what kind of animal it be', 'Mother')","[0, 'I do think it a squirrel but I do know what kind of animal it be']",squirrel,36.7892564529046,female,Suppes
toy, ,"('chocolate toy', 'Mother')","[0, 'chocolate toy']",chocolate,36.3292880757305,female,Suppes
toy, ,"('or what toy do they get in their present', 'Mother')","[0, 'or what toy do they get in their present']",present,37.1321793055299,female,Suppes
food, ,"('do you play some game or eat some food at the', 'Mother')","[0, 'do you play some game or eat some food at the']",game,37.1321793055299,female,Suppes
animal, ,"('what animal be on your crib', 'Mother')","[0, 'what animal be on your crib']",crib,36.0993038871435,female,Suppes
food, ,"('train be food', 'Mother')","[0, 'train be food']",train,37.1321793055299,female,Suppes
animal, ,"('maybe the deer will like to meet your other animal', 'Mother')","[0, 'maybe the deer will like to meet your other animal']",deer,37.1321793055299,female,Suppes
animal, ,"('what animal be in his car', 'Mother')","[0, 'what animal be in his car']",car,36.3292880757305,female,Suppes
furniture, ,"('he give her some doll house furniture', 'Mother')","[0, 'he give her some doll house furniture']",doll,37.1978890736976,female,Suppes
