"","V5","animal","clothes","food","furniture","toy"
"133","story",31.0833333333333,3.41666666666667,9.33333333333333,0,31.5833333333333
"134","stove",4.66666666666667,0.833333333333333,11.6666666666667,0,6
"135","strawberry",1.33333333333333,3.83333333333333,6,0.25,5
"136","sweater",1.33333333333333,0.25,2.5,0,1.66666666666667
"137","table",16.4166666666667,10.25,58.0833333333333,5.83333333333333,63.0833333333333
"138","tiger",11.5833333333333,2.16666666666667,11.25,1.08333333333333,3.08333333333333
"139","toast",4.25,6.66666666666667,14.6666666666667,0,5.5
"140","toy",51.6666666666667,19.0833333333333,37.4166666666667,3.08333333333333,0
"141","tuna",4.16666666666667,0,4.16666666666667,0,0
"142","turkey",3.25,2.16666666666667,7.5,0,3
"143","turtle",10.0833333333333,4.5,8.08333333333333,0,3.33333333333333
"144","tv",8.33333333333333,6.83333333333333,5.5,0,17.9166666666667
"145","vanilla",1.16666666666667,0.583333333333333,0.583333333333333,0,1.91666666666667
"146","water",69.5,23.25,83,1.66666666666667,69.4166666666667
"147","window",13.8333333333333,3.58333333333333,17.5,0.5,19.5
"148","wolf",4.5,3.33333333333333,1.66666666666667,0,1.66666666666667
"149","yogurt",6.16666666666667,3.75,16.9166666666667,0,2.25
"150","zebra",11.6666666666667,1.08333333333333,2.75,0,5.25
"151","zipper",0.833333333333333,0.583333333333333,0.5,0,2.16666666666667
