"","V5","animal","clothes","food","furniture","toy"
"113","room",29.0833333333333,18.5,27.5,17.1666666666667,77.0833333333333
"114","rooster",3.08333333333333,1.16666666666667,2.75,0,8
"115","salt",0.25,1.33333333333333,8.08333333333333,0.25,1.58333333333333
"116","sandwich",2.25,3.58333333333333,10.5,0,7.16666666666667
"117","sauce",2.25,1.08333333333333,3,0,8.41666666666667
"118","scarf",0.833333333333333,0,0,0,0
"119","sheep",20.0833333333333,2.16666666666667,11.5,1.41666666666667,20.1666666666667
"120","shirt",7.25,11.6666666666667,16.25,0,23.0833333333333
"121","shoe",23.4166666666667,26.9166666666667,28.6666666666667,1.08333333333333,56.5833333333333
"122","shorts",0.75,0.25,2.16666666666667,0,3.41666666666667
"123","shower",4.41666666666667,8.16666666666667,7.83333333333333,2.41666666666667,8.58333333333333
"124","sink",0,2.83333333333333,6.75,0,9.5
"125","slipper",1.33333333333333,2.33333333333333,3,0,16.0833333333333
"126","sneaker",1.08333333333333,0,0,0,0.583333333333333
"127","sock",3.5,7.33333333333333,7.58333333333333,0,17.1666666666667
"128","soda",0,0.583333333333333,2.08333333333333,0,7.75
"129","sofa",1.16666666666667,2.41666666666667,1.41666666666667,2.08333333333333,3
"130","soup",8,0.833333333333333,3.75,0,3.41666666666667
"131","squirrel",1.58333333333333,0,10,0,2.75
"132","story",31.0833333333333,3.41666666666667,9.33333333333333,0,31.5833333333333
"133","stove",4.66666666666667,0.833333333333333,11.6666666666667,0,6
"134","strawberry",1.33333333333333,3.83333333333333,6,0.25,5
"135","sweater",1.33333333333333,0.25,2.5,0,1.66666666666667
"136","table",16.4166666666667,10.25,58.0833333333333,5.83333333333333,63.0833333333333
"137","tiger",11.5833333333333,2.16666666666667,11.25,1.08333333333333,3.08333333333333
"138","toast",4.25,6.66666666666667,14.6666666666667,0,5.5
"139","toy",51.6666666666667,19.0833333333333,37.4166666666667,3.08333333333333,0
"140","tuna",4.16666666666667,0,4.16666666666667,0,0
"141","turkey",3.25,2.16666666666667,7.5,0,3
"142","turtle",10.0833333333333,4.5,8.08333333333333,0,3.33333333333333
"143","tv",8.33333333333333,6.83333333333333,5.5,0,17.9166666666667
"144","vanilla",1.16666666666667,0.583333333333333,0.583333333333333,0,1.91666666666667
"145","water",69.5,23.25,83,1.66666666666667,69.4166666666667
"146","window",13.8333333333333,3.58333333333333,17.5,0.5,19.5
"147","wolf",4.5,3.33333333333333,1.66666666666667,0,1.66666666666667
"148","yogurt",6.16666666666667,3.75,16.9166666666667,0,2.25
"149","zebra",11.6666666666667,1.08333333333333,2.75,0,5.25
"150","zipper",0.833333333333333,0.583333333333333,0.5,0,2.16666666666667
